STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION,FISHING,FISH
235274,BREAKFAST CREEK TRIBUTARY @ V-NOTCH,,,,,55,242895.0,5748151.0,MGA94,-38.377917585447726,144.05673744624872,GDA94,,0.0,,N,N,1,,,235,0,
235275,SALT CREEK (POOL) ABOVE SWAMP @ DENHAM TRACK,,,,,55,245571.0,5746837.0,MGA94,-38.3905092496961,144.0868599414018,GDA94,,0.0,,N,N,1,,,235,0,
235276,SALT CREEK @ DENHAMS TRACK,,,,,55,245536.0,5746838.0,MGA94,-38.39049029294512,144.08646004221941,GDA94,,0.0,,N,N,1,,,235,0,
235277,ANGLESEA RIVER @ GUMFLATS ROAD,,,,,55,250783.0,5751988.0,MGA94,-38.34561177329382,144.14828820238904,GDA94,,0.0,,N,N,1,,,235,1,"bream, estuary perch, mullet, Australian salmon, trevally"
235278,ANGLESEA RIVER @ GREAT OCEAN ROAD BRIDGE,ANGLESEA R GR OCEAN,,,,55,254291.0,5745475.0,UTM,-38.40507409,144.1861279,GDA94,,0.0,,Y,N,1,2011-10-14,,235,1,"bream, estuary perch, mullet, Australian salmon, trevally"
235279,APOLLO BAY BASIN,APOLLO BAY BASIN,,,,54,730560.3,5705922.9,UTM,-38.76517046,143.65364619999997,GDA94,,0.0,,N,N,1,2014-05-19,,235,0,
235280,ANGLESEA SWAMP @ VEGETATION SITE P7 TRANSECT,,,,,55,252903.0,5750702.0,MGA94,-38.35777475009471,144.1720687305144,GDA94,,0.0,,N,N,1,,,235,0,
235600,LAKE PURRUMBETE @ CAMPERDOWN,LAKE PURRUMBETE,15.0,ARB,0.0,54,694176.657,5759379.485,UTM,-38.292539,143.220358,WGS84,9,0.0,1,Y,N,1,1965-07-22,,235,0,
235801,RAIN GAUGE @ AV2,,,,,55,253085.0,5747168.0,MGA94,-38.389635662775866,144.17291081061555,GDA94,,0.0,,N,N,1,,,235,0,
235805,RAIN GAUGE @ AARC,,,,,55,246908.0,5752852.0,MGA94,-38.33674877006479,144.1043096316919,GDA94,,0.0,,N,N,1,,,235,0,
235806,RAIN GAUGE @ BREAKFAST CREEK,,,,,55,243333.0,5747488.0,MGA94,-38.384010604622176,144.0615038318273,GDA94,,0.0,,N,N,1,,,235,0,
236202,HOPKINS RIVER @ WICKLIFFE,HOPKINS @ WICKLIFFE,197.623,AHD,1347.0,54,652038.0,5826564.0,UTM,-37.69542079,142.7245119,WGS84,9,0.0,1,Y,N,1,1920-06-10,,236,0,
236203,MOUNT EMU CREEK @ SKIPTON,MOUNT EMU @ SKIPTON,270.48,,1251.0,54,708099.0,5826199.0,UTM,-37.68769856,143.36006737,WGS84,9,0.0,1,Y,N,1,1920-06-15,,236,0,
236204,FIERY CREEK @ STREATHAM,FIERY @ STREATHAM,236.22099999999998,AHD,956.0,54,682157.644,5827608.817,UTM,-37.68052,143.0657,WGS84,9,0.0,1,Y,N,1,1920-06-04,,236,0,
236205,MERRI RIVER @ WOODFORD,MERRI @ WOODFORD,0.0,GAU,899.0,54,629661.0,5757969.0,UTM,-38.31688258,142.4830797,WGS84,9,12.0,9,Y,Y,1,1948-08-01,,236,0,
236209,HOPKINS RIVER @ HOPKINS FALLS,HOPKINS @ HOPKINS F.,0.0,ARB,8355.0,54,642039.0,5755706.0,UTM,-38.33543732,142.6251911,WGS84,9,0.0,1,Y,Y,1,1955-05-23,,236,0,
236210,HOPKINS RIVER @ FRAMLINGHAM,HOPKINS @FRAMLINGHAM,0.0,ARB,5157.0,54,649033.0,5765747.0,UTM,-38.24379422,142.70302019999997,WGS84,9,0.0,1,Y,N,1,1955-06-10,,236,0,
236212,BRUCKNELL CREEK @ CUDGEE,BRUCKNELL @ CUDGEE,14.146,AHD,223.0,54,644355.0,5754492.0,UTM,-38.34596771,142.65191627,WGS84,9,0.0,1,Y,N,1,1965-06-04,,236,0,
236213,MOUNT EMU CREEK @ MENA PARK,MOUNT EMU @MENA PARK,0.0,AHD,452.0,54,717827.356,5843415.887,UTM,-37.5304,143.46518,WGS84,9,0.0,1,Y,N,1,1966-12-14,,236,0,
236215,BURRUMBEET CREEK @ LAKE BURRUMBEET,BURRUMBEET @ LAKE,0.0,ARB,166.0,54,736437.9449999998,5843559.98,UTM,-37.52452,143.67555,WGS84,9,0.0,1,N,Y,1,1975-12-03,,236,0,
236216,MOUNT EMU CREEK @ TAROON (AYRFORD ROAD BRIDGE),MOUNT EMU @ TAROON,93.358,AHD,2877.0,54,664494.0,5758581.0,UTM,-38.30559215,142.88129019999997,WGS84,9,0.0,1,Y,Y,1,1977-10-10,,236,0,
236219,HOPKINS RIVER @ ARARAT,HOPKINS R @ ARARAT,0.0,ARB,258.0,54,672030.892,5868315.53,UTM,-37.315772,142.941403,WGS84,9,0.0,1,Y,N,1,1989-05-31,,236,0,
236228,MUSICAL GULLY CREEK @ MUSICAL GULLY RESERVOIR H.G.,MUSICAL GULLY RES.,,,,54,710646.0,5860529.0,UTM,-37.37794925,143.3790836,WGS84,9,445.0,9,N,N,1,2009-06-25,,236,0,
236230,LONG GULLY CREEK @ THE GLUT,LONG GULLY CK @ GLUT,,,,54,700465.0,5869999.0,ANG,-37.29491136,143.261621,AGD66,1,0.0,1,N,N,1,2000-05-30,,236,0,
236231,CAVE HILL CREEK @ MOUNT COLE,CAVE HILL CK MT COLE,,,,54,701225.401,5868941.712,ANG,-37.30427,143.27048,WGS84,1,0.0,1,N,N,1,2000-05-30,,236,0,
236232,SIDESPRING CREEK @ MT COLE,SIDESPRING CK,,,,54,701045.0,5870384.0,MGA94,-37.29131853,143.2680557,GDA94,1,0.0,1,N,N,1,2007-11-26,,236,0,
236238,MT EMU CREEK @ GUTHRIES BRIDGE,MT EMU @ GUTHRIES B,,,,54,719053.3590000002,5830630.817,MGA94,-37.64537,143.48288,GDA94,,0.0,,,NUL,1,2018-06-05,,236,0,
236600,LAKE BOLAC @ LAKE BOLAC,LAKE BOLAC,0.0,ARB,0.0,54,664276.0,5820577.0,UTM,-37.74724344,142.8646101,WGS84,9,0.0,1,Y,N,1,1962-11-06,,236,0,
236602,LAKE BURRUMBEET @ BURRUMBEET,LAKE BURRUMBEET,0.0,AHD,0.0,54,735938.35,5847338.144,ANG,-37.49063,143.66869,WGS84,1,0.0,1,n,Y,1,1965-06-28,,236,0,
236603,LAKE GOLDSMITH @ BEAUFORT,LAKE GOLDSMITH @ BEA,340.27,AHD,0.0,54,708565.0,5840451.0,UTM,-37.55924263,143.3612826,WGS84,9,0.0,1,Y,N,1,1965-07-19,,236,0,
236606,LAKE BUNINJON @ CALVERT,LAKE BUNINJON @ CALV,0.0,,0.0,54,658600.477,5850365.472,UTM,-37.47988,142.79376,WGS84,9,0.0,1,N,Y,1,1991-06-26,,236,0,
236610,CHINAMAN SWAMP @ WESTMERE,CHINAMAN SWAMP @ WES,0.0,ARB,0.0,54,677153.561,5826519.776,UTM,-37.69131,143.00925,WGS84,9,0.0,1,Y,N,1,1995-10-04,,236,0,
236611,MYUNA LANE SWAMP @ WOORNDOO,MYUNA LANE SWAMP @ W,0.0,ARB,0.0,54,655284.0,5813221.0,UTM,-37.81508334,142.76416719999997,WGS84,9,0.0,1,N,Y,1,1899-12-30,,236,0,
237200,MOYNE RIVER @ TOOLONG,MOYNE @ TOOLONG,0.0,ARB,570.0,54,607213.0,5757970.0,UTM,-38.31991057,142.2264285,WGS84,9,0.0,1,Y,Y,1,1948-06-02,,237,0,
237202,FITZROY RIVER @ HEYWOOD,FITZROY @ HEYWOOD,23.82,AHD,234.0,54,554340.2,5780019.3,UTM,-38.12590416,141.61998401,WGS84,9,0.0,1,Y,N,1,1948-07-29,,237,1,"bream, mullet, Australian salmon"
237205,DARLOT CREEK @ HOMERTON BRIDGE,DARLOT @ HOMERTON,20.37,AHD,760.0,54,567428.8,5777200.0,UTM,-38.150428,141.769572,WGS84,9,0.0,1,Y,N,1,1963-01-10,,237,0,
237206,EUMERALLA RIVER @ CODRINGTON,EUMERALLA @ CODRINGT,9.962,AHD,502.0,54,582617.0,5765175.0,UTM,-38.25747149,141.9443629,WGS84,9,0.0,1,Y,N,1,1964-02-27,,237,0,
237207,SURRY RIVER @ HEATHMERE,SURRY @ HEATHMERE,1.983,AHD,310.0,54,558037.0,5766952.0,UTM,-38.24343647,141.6632149,WGS84,9,0.0,1,Y,Y,1,1970-04-20,,237,0,
238202,GLENELG RIVER @ SANDFORD,GLENELG @ SANDFORD,32.799,AHD,9420.0,54,537881.0,5836356.0,UTM,-37.61903001,141.4290873,WGS84,9,0.0,1,Y,Y,1,1889-04-01,,238,0,
238204,WANNON RIVER @ DUNKELD,WANNON @ DUNKELD,219.734,AHD,671.0,54,617891.753,5834262.31,UTM,-37.63108,142.33607,WGS84,9,0.0,1,Y,Y,1,1920-06-09,,238,0,
238205,GLENELG RIVER @ ROCKLANDS RESERVOIR,GLENELG @ ROCKLANDS,0.0,AHD,1355.0,54,584600.0,5878461.0,UTM,-37.2364096,141.9537631,WGS84,9,0.0,1,Y,N,1,1941-03-21,,238,0,
238206,GLENELG RIVER @ DARTMOOR,GLENELG R DARTMOOR,0.0,GAU,11914.0,54,524714.5,5802486.4,UTM,-37.92471219,141.28120635,WGS84,9,0.0,0,Y,Y,1,1948-06-01,,238,0,
238207,WANNON RIVER @ JIMMY CREEK,WANNON @ JIMMY,300.423,AHD,40.0,54,633083.987,5862845.031,UTM,-37.37146,142.50302,WGS84,9,0.0,1,Y,N,1,1950-01-26,,238,0,
238208,JIMMY CREEK @ JIMMY CREEK,JIMMY @ JIMMY,308.217,ARB,23.0,54,633549.118,5862686.679,UTM,-37.37282,142.5083,WGS84,9,0.0,1,Y,Y,1,1950-01-25,,238,0,
238210,GLENELG RIVER @ HARROW,GLENELG HARROW B EC,0.0,,0.0,54,552365.993,5886006.015,UTM,-37.170771,141.589857,WGS84,9,0.0,1,Y,N,1,1957-08-01,,238,0,
238211,GLENELG RIVER @ DERGHOLM,GLENELG R @ DERGHOLM,0.0,ARB,0.0,54,521490.0,5864410.0,UTM,-37.36671027,141.2427515,WGS84,9,0.0,1,Y,N,1,1957-05-01,,238,0,
238212,GLENELG RIVER @ CASTERTON,GLENELG @ CASTERTON,38.453,AHD,4810.0,54,536100.0,5840417.0,UTM,-37.58242592,141.4089437,WGS84,9,0.0,1,N,Y,1,1956-08-29,,238,0,
238218,WANNON RIVER @ WANNON FALLS,WANNON @ WANNON FALL,119.106,AHD,2243.0,54,574137.0,5830011.0,UTM,-37.67396787,141.8406916,WGS84,9,0.0,1,Y,N,1,1963-07-09,,238,0,
238219,GRANGE BURN @ MORGIANA,GRANGE @ MORGIANA,74.415,AHD,997.0,54,573385.0,5826157.0,UTM,-37.70876208,141.83255321,WGS84,9,0.0,1,Y,N,1,1963-07-08,,238,0,
238220,DUNDAS RIVER @ CAVENDISH,DUNDAS @ CAVENDISH,195.609,AHD,211.0,54,588684.0,5846372.0,UTM,-37.52530192,142.0036584,WGS84,9,0.0,1,Y,N,1,1963-07-11,,238,0,
238223,WANDO RIVER @ WANDO VALE,WANDO @ WANDO VALE,64.488,AHD,174.0,54,537665.0,5849998.0,UTM,-37.49595322,141.4259612,WGS84,9,0.0,1,Y,Y,1,1964-04-15,,238,0,
238224,GLENELG R @ FULHAM BRIDGE,GLENELG R FULHAM BR,0.0,,2010.0,54,575506.005,5888371.0,UTM,-37.147871,141.850248,WGS84,9,0.0,1,Y,Y,1,1964-03-06,,238,0,
238228,WANNON RIVER @ HENTY,WANNON @ HENTY,44.799,AHD,4159.0,54,544605.0,5833425.0,UTM,-37.645127,141.5056148,WGS84,9,0.0,1,Y,Y,1,1967-02-27,,238,0,
238229,CHETWYND RIVER @ CHETWYND,CHETWYND @ CHETWYND,0.0,ARB,69.0,54,542610.0,5869362.0,UTM,-37.32146329,141.4807412,WGS84,9,0.0,1,Y,N,1,1967-03-30,,238,0,
238230,STOKES RIVER @ TEAKETTLE,STOKES @ TEAKETTLE,51.993,AHD,181.0,54,536058.0,5808553.0,UTM,-37.86967405,141.4099577,WGS84,9,0.0,1,Y,N,1,1966-06-27,,238,0,
238231,GLENELG RIVER @ BIG CORD,GLENELG @ BIG CORD,243.268,AHD,57.0,54,621153.207,5869594.944,UTM,-37.31227,142.36721,WGS84,9,0.0,1,Y,Y,1,1968-04-23,,238,0,
238235,CRAWFORD RIVER @ LOWER CRAWFORD,CRAWFORD @ CRAWFORD,0.0,ARB,606.0,54,539946.0,5796301.0,UTM,-37.98007141,141.4546374,WGS84,9,0.0,1,Y,N,1,1970-05-25,,238,0,
238236,GLENELG RIVER @ ROCKLANDS RESERVOIR (HEAD GAUGE),GLENELG @ ROCKLANDS,0.8259999999999998,AHD,1355.0,54,585066.7,5878668.2,MGA94,-37.2345,141.959,GDA94,1,0.0,1,N,n,1,1947-04-02,,238,0,
238237,MOORA MOORA CREEK @ MOORA MOORA RESERVOIR (H. GAUGE),MOORA MOORA CREEK,0.0,AHD,0.0,54,625143.575,5879694.677,UTM,-37.22073,142.41053,WGS84,9,0.0,1,Y,Y,1,1934-01-01,,238,0,
238249,GLENELG RIVER D/S BURKES BRIDGE,GLENELG R D/S BURKES,0.0,GAU,3375.0,54,530415.0,5878653.0,UTM,-37.23804131,141.3429262,WGS84,9,0.0,0,Y,N,1,2001-05-18,,238,0,
238257,Glenelg River @ Weavers,Glenelg @ Weavers,,,,0,0.0,0.0,,0.0,0.0,,,0.0,9,N,N,1,2019-05-31,,238,0,
238600,LAKE LINLITHGOW @ PENHURST,L. LINLITHGOW,189.893,AHD,0.0,54,606932.0,5819246.0,UTM,-37.76773756,142.2140948,WGS84,9,0.0,1,Y,Y,1,1964-03-26,,238,0,
238601,BRADY SWAMP @ GLENTHOMPSON,BRADY SWAMP @ GLENTH,0.0,ARB,0.0,54,628226.0,5836783.0,UTM,-37.60698303,142.452713,WGS84,9,0.0,1,Y,N,1,1964-03-25,,238,0,
238604,BRYANS SWAMP @ VICTORIA VALLEY,BRYANS SWAMP @ VICTO,0.0,ARB,0.0,54,611287.0,5840964.0,UTM,-37.57151292,142.2602161,WGS84,9,0.0,1,Y,N,1,1995-10-04,,238,0,
238700,ROCKLANDS CHANNEL @ ROCKLANDS RESERVOIR,ROCKLANDS CHANNEL,0.0,ARB,0.0,54,584965.0,5878695.0,UTM,-37.2342674,141.9578508,WGS84,9,0.0,1,Y,N,1,1951-01-01,,238,0,
238702,MOORA OUTLET CHANNEL @ MOORA RESERVOIR,MOORA OUTLET CHANNEL,0.0,AHD,0.0,54,625032.48,5879147.022,UTM,-37.22568,142.40937,WGS84,9,0.0,1,Y,N,1,1966-01-01,,238,0,
238707,ROCKLANDS CHANNEL @ TOOLONDO LAKE INLET,ROCKLANDS @ TOOLONDO,0.0,ARB,0.0,54,583707.0,5905630.0,UTM,-36.991616,141.9406626,WGS84,9,0.0,1,Y,N,1,1992-03-05,,238,0,
238711,ROCKLANDS CHANNEL OUTFALL @ MT TALBOT CREEK,ROCKLANDS CH O/FALL,0.0,ARB,0.0,54,587322.0,5901105.0,UTM,-37.03207122,141.98180559999997,WGS84,9,0.0,1,Y,N,1,1994-07-05,,238,0,
238716,MOORA CHANNEL @ BRIMPAEN,MOORA CH AT BRIMPAEN,0.0,ARB,0.0,54,610600.243,5892848.08,UTM,-37.10403,142.2447,WGS84,9,0.0,1,Y,N,1,2007-06-08,,238,0,
238720,Moora Channel @ Brimpean - Laharum Rd,Moora Ch @ Brimpean,,,,54,612621.4093904906,5900260.249260773,,-37.03699,142.26633,,,0.0,,N,N,1,2019-11-01,2021-10-01 00:00:00.000,238,0,
238802,WEATHER STATION @ ROCKLANDS RESERVOIR,ROCKLANDS RES W.S.,,,,54,585114.0,5878756.0,UTM,-37.23370403,141.95952338,GDA94,,0.0,,Y,N,1,2009-03-26,,238,0,
239201,LAKE CHARLEGRARK (HEAD GAUGE) @ BOOROOPKI,LAKE CHARLEGRARK (HE,0.0,AHD,0.0,54,521120.0,5931005.0,UTM,-36.76636291,141.2366441,WGS84,9,0.0,1,Y,N,1,1977-05-15,,239,0,
401201,MURRAY RIVER @ JINGELLIC,MURRAY @ JINGELLIC,206.52,AHD,6527.0,55,564182.035,6023411.027,,-35.931414,147.7115,WGS84,1,0.0,1,Y,Y,1,1890-05-01,,401,0,
401202,MITTA MITTA RIVER @ MITTA MITTA,MITTA @ MITTA MITTA,0.0,AHD,3786.0,55,533685.0,5956800.0,UTM,-36.53347395,147.3761623,WGS84,9,0.0,1,Y,N,1,1917-11-25,,401,0,
401203,MITTA MITTA RIVER @ HINNOMUNJIE,MITTA @ HINNOMUNJIE,538.386,AHD,1533.0,55,553931.0,5910937.0,UTM,-36.94595897,147.6056955,WGS84,9,556.0,1,Y,Y,1,1925-06-17,,401,0,
401204,MITTA MITTA RIVER @ TALLANDOON,MITTA @ TALLANDOON,216.893,AHD,4716.0,55,520728.0,5970808.0,UTM,-36.40752232,147.2312238,WGS84,9,0.0,1,Y,Y,1,1934-07-01,,401,0,
401208,CUDGEWA CREEK @ BERRINGAMA,CUDGEWA @ BERRINGAMA,366.249,AHD,350.0,55,560930.0,5992314.0,UTM,-36.21187783,147.6777407,WGS84,9,0.0,1,Y,N,1,1953-04-15,,401,0,
401210,SNOWY CREEK @ BELOW GRANITE FLAT,SNOWY @ GRANITE FLAT,309.977,AHD,407.0,55,536981.0,5952908.0,UTM,-36.56852733,147.41338069999998,WGS84,9,0.0,1,Y,N,1,1932-10-10,,401,0,
401211,MITTA MITTA RIVER @ COLEMANS,MITTA @ COLEMANS,290.777,AHD,3634.0,55,540881.0,5957029.0,UTM,-36.53122801,147.4565577,WGS84,9,0.0,1,Y,Y,1,1931-02-21,,401,0,
401212,NARIEL CREEK @ UPPER NARIEL,NARIEL @UPPER NARIEL,494.097,AHD,252.0,55,574333.0,5966348.0,UTM,-36.44500012,147.8294929,WGS84,9,0.0,1,Y,Y,1,1954-04-13,,401,0,
401215,MORASS CREEK @ UPLANDS,MORASS CK @ UPLANDS,672.978,AHD,471.0,55,562706.0,5919723.0,UTM,-36.86621971,147.7035132,WGS84,9,705.0,1,Y,Y,1,1929-10-18,,401,0,
401216,BIG RIVER @ JOKERS CREEK,BIG R @ JOKERS CREEK,683.564,AHD,356.0,55,542051.0,5912473.0,UTM,-36.93271871,147.4721913,WGS84,9,720.0,1,Y,Y,1,1934-08-29,,401,0,
401217,GIBBO RIVER @ GIBBO PARK,GIBBO @ GIBBO PARK,490.08,AHD,389.0,55,563310.0,5931879.0,UTM,-36.75660534,147.7092775,WGS84,9,518.0,1,Y,N,1,1971-07-26,,401,0,
401220,TALLANGATTA CREEK @ McCALLUMS,TALLANGATTA MCALLUMS,209.925,AHD,464.0,55,530132.0,5992330.0,UTM,-36.21329129,147.3352514,WGS84,9,0.0,1,Y,N,1,1975-06-10,,401,0,
401222,MITTA MITTA RIVER @ BOWLERS LANE,MITTA @ BOWLERS LANE,0.0,AHD,4328.0,55,529816.0,5964124.0,UTM,-36.46757617,147.3327936,WGS84,9,0.0,1,Y,N,1,1977-10-20,,401,0,
401223,MITTA MITTA RIVER @ ESKDALE BRIDGE,MITTA @ ESKDALE BR.,0.0,AHD,4374.0,55,523964.0,5965721.0,UTM,-36.45333427,147.2674273,WGS84,9,0.0,1,Y,N,1,1977-10-18,,401,0,
401224,MITTA MITTA RIVER @ LAKE DARTMOUTH (HEAD GAUGE),MITTA @ DART. HEAD,0.0,AHD,3561.0,55,547396.0,5954114.0,UTM,-36.55709641,147.52962243,WGS84,9,451.0,1,Y,Y,1,1977-11-07,,401,0,
401226,VICTORIA RIVER @ VICTORIA FALLS,VICTORIA @ V. FALLS,0.0,ARB,180.0,55,540698.0,5895250.0,UTM,-37.08802787,147.4579293,WGS84,9,962.0,1,Y,Y,1,1989-05-02,,401,0,
401228,BUTCHER CREEK @ OMEO,BUTCHER @ OMEO,0.0,ARB,22.0,55,546150.0,5883554.0,UTM,-37.19320069,147.51999358,WGS84,1,0.0,1,N,N,1,1991-06-04,,401,0,
401229,CUDGEWA CREEK @ CUDGEWA NORTH,CUDGEWA @CUDGEWA NTH,241.826,AHD,837.0,55,579163.0,6008414.0,UTM,-36.06551093,147.87905713,WGS84,9,0.0,1,Y,N,1,1993-08-18,,401,0,
401230,CORRYONG CREEK @ TOWONG,CORRYONG @ TOWONG,243.477,AHD,976.0,55,587516.0,6003786.0,UTM,-36.10647676,147.97244719999998,WGS84,9,0.0,1,Y,N,1,1993-08-17,,401,0,
401231,SNOWY CREEK @ D/S LIGHTNING CK,SNOWY DS LIGHTNING,0.0,ARB,105.0,55,538721.0,5942665.0,UTM,-36.66066154,147.4331744,WGS84,9,0.0,1,Y,N,1,1993-04-21,,401,0,
401233,MITTA MITTA R @ SURGE DAM NO 1 DARTMOUTH,MITTA MITTA R DAM 1,318.002,AHD,0.0,55,544740.0,5954667.0,UTM,-36.5522394,147.49991213,WGS84,9,0.0,0,Y,N,1,2001-01-30,,401,0,
401824,RAINGAUGE (MORASS CK) @ UPLANDS,RG MORASS CK UPLANDS,0.0,,0.0,55,562517.0,5919515.0,UTM,-36.86810714,147.70141,WGS84,9,690.0,9,Y,N,1,2006-07-21,,401,0,
401825,RAIN GAUGE (NARIEL CK) @ UPPER NARIEL,R.G. NARIEL CK,0.0,,0.0,55,574192.0,5965869.0,UTM,-36.44942851,147.82789973,WGS84,9,528.0,9,Y,N,1,2008-04-17,,401,0,
402200,KIEWA RIVER @ KIEWA (COMBINED FLOW),KIEWA @ KIEWA,171.219,AHD,1145.0,55,501811.1,5987867.8,MGA94,-36.25397,147.02016,GDA94,1,0.0,1,Y,N,1,1885-07-01,,402,0,
402203,KIEWA RIVER @ MONGANS BRIDGE,KIEWA @ MONGANS BR,256.812,AHD,552.0,55,508971.0,5950005.0,UTM,-36.59537238,147.1003626,WGS84,9,263.0,1,Y,Y,1,1955-04-29,,402,0,
402204,YACKANDANDAH CREEK @ OSBORNES FLAT,YACKANDANDAH OSBORNE,210.83900000000003,AHD,255.0,55,491635.0,5982251.0,UTM,-36.30457397,146.9068279,WGS84,9,0.0,1,Y,Y,1,1964-11-01,,402,0,
402205,KIEWA RIVER @ BANDIANA,KIEWA @ BANDIANA,153.229,AHD,1655.0,55,495866.0,6000768.0,UTM,-36.1377051,146.9541519,WGS84,9,161.0,9,Y,Y,1,1965-10-19,,402,0,
402206,RUNNING CREEK @ RUNNING CREEK,RUNNING @ RUNNING,246.364,AHD,126.0,55,503957.0,5956216.0,UTM,-36.53931477,147.0442072,WGS84,9,0.0,1,Y,N,1,1966-04-14,,402,0,
402213,KINCHINGTON CREEK @ OSBORNES FLAT,KINCHINGTON @ OSBORN,221.455,AHD,122.0,55,490502.0,5980963.0,UTM,-36.31617534,146.89419254,WGS84,9,0.0,1,Y,N,1,1969-04-17,,402,0,
402220,KIEWA RIVER @ KIEWA (ANABRANCH),KIEWA @ KIEWA (ANA),170.604,AHD,1145.0,55,501344.0,5987716.0,UTM,-36.25533968,147.0149605,WGS84,9,0.0,1,Y,N,1,1937-01-01,,402,0,
402222,KIEWA RIVER @ KIEWA (MAIN STREAM),KIEWA @ KIEWA MAIN,170.219,AHD,1145.0,55,501841.0,5987915.0,UTM,-36.25354477,147.02049230000003,WGS84,9,0.0,1,Y,Y,1,1937-01-01,,402,0,
402223,KIEWA RIVER WEST BRANCH @ U/S OF OFFTAKE,KIEWA WEST @ OFFTAKE,0.0,ARB,100.5,55,514278.0,5928248.0,UTM,-36.79134421,147.16003325,WGS84,9,0.0,1,Y,Y,1,1991-05-01,,402,0,
403200,OVENS RIVER @ WANGARATTA,OVENS @ WANGARATTA,130.426,AHD,5138.0,55,439072.0,5976940.0,UTM,-36.35066081,146.3209358,WGS84,9,144.0,9,Y,N,1,1885-06-28,,403,0,
403205,OVENS RIVERS @ BRIGHT,OVENS @ BRIGHT,290.704,AHD,495.0,55,495759.0,5935531.0,UTM,-36.72564366,146.9525954,WGS84,9,293.0,9,Y,Y,1,1924-12-10,,403,0,
403209,REEDY CREEK @ WANGARATTA NORTH,REEDY @ WANGARATTA,137.636,AHD,368.0,55,441170.0,5979000.0,UTM,-36.33212192,146.34450608,WGS84,9,0.0,1,Y,N,1,1940-06-01,,403,0,
403210,OVENS RIVER @ MYRTLEFORD,OVENS @ MYRTLEFORD,204.665,AHD,1240.0,55,474760.0,5952641.0,UTM,-36.5712181,146.71790566,WGS84,9,210.0,9,Y,Y,1,1947-10-22,,403,0,
403213,FIFTEEN MILE CREEK @ GRETA SOUTH,15 MILE @ GRETA STH,187.29,AHD,229.0,55,432425.0,5947075.0,UTM,-36.61945775,146.24407214,WGS84,9,197.0,1,Y,Y,1,1958-12-15,,403,0,
403214,HAPPY VALLEY CREEK @ ROSEWHITE,HAPPY @ ROSEWHITE,252.508,AHD,135.0,55,483907.0,5951975.0,UTM,-36.57746515,146.8200664,WGS84,9,236.0,1,Y,N,1,1961-06-28,,403,0,
403217,ROSE RIVER @ MATONG NORTH,ROSE RV @ MATONG NTH,0.0,ARB,154.0,55,462756.0,5924929.0,UTM,-36.82063834,146.58239694,WGS84,9,0.0,,Y,Y,1,1962-08-09,,403,0,
403218,DANDONGADALE RIVER @ MATONG NORTH,DANDONGADALE @MATONG,280.43,AHD,182.0,55,467107.0,5926642.0,UTM,-36.80542153,146.6314464,WGS84,9,0.0,1,Y,N,1,1962-08-10,,403,0,
403220,BUFFALO RIVER @ LAKE BUFFALO,BUFFALO @ BUFFALO,237.466,AHD,1145.0,55,470391.56,5937054.016,UTM,-36.711606,146.668481,WGS84,9,243.0,1,Y,N,1,1963-09-25,,403,0,
403221,REEDY CREEK @ WOOLSHED,REEDY @ WOOLSHED,0.0,ARB,214.0,55,464196.0,5981476.0,UTM,-36.31093197,146.60117204,WGS84,9,237.0,1,Y,N,1,1964-11-11,,403,0,
403222,BUFFALO RIVER @ ABBEYARD,BUFFALO @ ABBEYARD,337.814,AHD,425.0,55,473289.0,5914990.0,UTM,-36.91058935,146.7001479,WGS84,9,352.0,9,Y,N,1,1965-06-30,,403,0,
403223,KING RIVER @ DOCKER ROAD BRIDGE,KING @ DOCKER ROAD,155.004,AHD,1114.0,55,445330.0,5958595.0,UTM,-36.5163133,146.38941647,WGS84,9,170.0,1,Y,Y,1,1966-01-13,,403,0,
403224,HURDLE CREEK @ BOBINAWARRAH,HURDLE @ BOBINAWARRA,165.919,AHD,158.0,55,450671.0,5958971.0,UTM,-36.51324148,146.4491446,WGS84,9,167.0,1,Y,N,1,1966-04-19,,403,0,
403226,BOGGY CREEK @ ANGLESIDE,BOGGY @ ANGLESIDE,178.651,AHD,108.0,55,442986.0,5948596.0,UTM,-36.60631247,146.3624987,WGS84,9,0.0,1,Y,N,1,1967-02-27,,403,0,
403227,KING RIVER @ CHESHUNT,KING @ CHESHUNT,292.262,AHD,453.0,55,446338.0,5923662.0,UTM,-36.83127032,146.3982264,WGS84,9,295.0,1,Y,N,1,1967-06-27,,403,0,
403228,KING RIVER @ LAKE WILLIAM HOVELL T.G.,WILLIAM HOVELL,371.033,AHD,332.0,55,446106.0,5915032.0,UTM,-36.90904874,146.3950117,WGS84,9,0.0,1,Y,N,1,1969-06-10,,403,0,
403230,OVENS RIVER @ ROCKY POINT,OVENS @ ROCKY POINT,190.555,AHD,2984.0,55,470308.0,5956822.0,UTM,-36.5334707,146.6683095,WGS84,9,208.0,1,Y,Y,1,1965-06-24,,403,0,
