STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
236230,LONG GULLY CREEK @ THE GLUT,LONG GULLY CK @ GLUT,,,,54,700465,5869999,ANG,-37.29491136,143.26162099999999,AGD66,1,0,1,N,N,1,2000-05-30,,236
236231,CAVE HILL CREEK @ MOUNT COLE,CAVE HILL CK MT COLE,,,,54,701225.40099999995,5868941.7120000003,ANG,-37.304270000000002,143.27047999999999,WGS84,1,0,1,N,N,1,2000-05-30,,236
236232,SIDESPRING CREEK @ MT COLE,SIDESPRING CK,,,,54,701045,5870384,MGA94,-37.291318529999998,143.26805569999999,GDA94,1,0,1,N,N,1,2007-11-26,,236
236238,MT EMU CREEK @ GUTHRIES BRIDGE,MT EMU @ GUTHRIES B,,,,54,719053.35900000005,5830630.8169999998,MGA94,-37.64537,143.48287999999999,GDA94,,0,,,NUL,1,2018-06-05,,236
236600,LAKE BOLAC @ LAKE BOLAC,LAKE BOLAC,0,ARB,0,54,664276,5820577,UTM,-37.747243439999998,142.86461009999999,WGS84,9,0,1,Y,N,1,1962-11-06,,236
236602,LAKE BURRUMBEET @ BURRUMBEET,LAKE BURRUMBEET,0,AHD,0,54,735938.34999999998,5847338.1440000003,ANG,-37.490630000000003,143.66869,WGS84,1,0,1,n,Y,1,1965-06-28,,236
236603,LAKE GOLDSMITH @ BEAUFORT,LAKE GOLDSMITH @ BEA,340.26999999999998,AHD,0,54,708565,5840451,UTM,-37.55924263,143.36128260000001,WGS84,9,0,1,Y,N,1,1965-07-19,,236
236606,LAKE BUNINJON @ CALVERT,LAKE BUNINJON @ CALV,0,,0,54,658600.47699999996,5850365.4720000001,UTM,-37.479880000000001,142.79375999999999,WGS84,9,0,1,N,Y,1,1991-06-26,,236
236610,CHINAMAN SWAMP @ WESTMERE,CHINAMAN SWAMP @ WES,0,ARB,0,54,677153.56099999999,5826519.7759999996,UTM,-37.691310000000001,143.00925000000001,WGS84,9,0,1,Y,N,1,1995-10-04,,236
236611,MYUNA LANE SWAMP @ WOORNDOO,MYUNA LANE SWAMP @ W,0,ARB,0,54,655284,5813221,UTM,-37.815083340000001,142.7641672,WGS84,9,0,1,N,Y,1,1899-12-30,,236
237200,MOYNE RIVER @ TOOLONG,MOYNE @ TOOLONG,0,ARB,570,54,607213,5757970,UTM,-38.319910569999998,142.2264285,WGS84,9,0,1,Y,Y,1,1948-06-02,,237
237202,FITZROY RIVER @ HEYWOOD,FITZROY @ HEYWOOD,23.82,AHD,234,54,554340.19999999995,5780019.2999999998,UTM,-38.125904159999997,141.61998401,WGS84,9,0,1,Y,N,1,1948-07-29,,237
237205,DARLOT CREEK @ HOMERTON BRIDGE,DARLOT @ HOMERTON,20.370000000000001,AHD,760,54,567428.80000000005,5777200,UTM,-38.150427999999998,141.76957200000001,WGS84,9,0,1,Y,N,1,1963-01-10,,237
237206,EUMERALLA RIVER @ CODRINGTON,EUMERALLA @ CODRINGT,9.9619999999999997,AHD,502,54,582617,5765175,UTM,-38.25747149,141.94436289999999,WGS84,9,0,1,Y,N,1,1964-02-27,,237
237207,SURRY RIVER @ HEATHMERE,SURRY @ HEATHMERE,1.9830000000000001,AHD,310,54,558037,5766952,UTM,-38.243436469999999,141.66321490000001,WGS84,9,0,1,Y,Y,1,1970-04-20,,237
238202,GLENELG RIVER @ SANDFORD,GLENELG @ SANDFORD,32.798999999999999,AHD,9420,54,537881,5836356,UTM,-37.619030010000003,141.42908729999999,WGS84,9,0,1,Y,Y,1,1889-04-01,,238
238204,WANNON RIVER @ DUNKELD,WANNON @ DUNKELD,219.73400000000001,AHD,671,54,617891.75300000003,5834262.3099999996,UTM,-37.631079999999997,142.33607000000001,WGS84,9,0,1,Y,Y,1,1920-06-09,,238
238205,GLENELG RIVER @ ROCKLANDS RESERVOIR,GLENELG @ ROCKLANDS,0,AHD,1355,54,584600,5878461,UTM,-37.236409600000002,141.9537631,WGS84,9,0,1,Y,N,1,1941-03-21,,238
238206,GLENELG RIVER @ DARTMOOR,GLENELG R DARTMOOR,0,GAU,11914,54,524714.5,5802486.4000000004,UTM,-37.924712190000001,141.28120634999999,WGS84,9,0,0,Y,Y,1,1948-06-01,,238
238207,WANNON RIVER @ JIMMY CREEK,WANNON @ JIMMY,300.423,AHD,40,54,633083.98699999996,5862845.0310000004,UTM,-37.371459999999999,142.50301999999999,WGS84,9,0,1,Y,N,1,1950-01-26,,238
238208,JIMMY CREEK @ JIMMY CREEK,JIMMY @ JIMMY,308.21699999999998,ARB,23,54,633549.11800000002,5862686.6789999995,UTM,-37.372819999999997,142.50829999999999,WGS84,9,0,1,Y,Y,1,1950-01-25,,238
238210,GLENELG RIVER @ HARROW,GLENELG HARROW B EC,0,,0,54,552365.99300000002,5886006.0149999997,UTM,-37.170771000000002,141.58985699999999,WGS84,9,0,1,Y,N,1,1957-08-01,,238
238211,GLENELG RIVER @ DERGHOLM,GLENELG R @ DERGHOLM,0,ARB,0,54,521490,5864410,UTM,-37.366710269999999,141.2427515,WGS84,9,0,1,Y,N,1,1957-05-01,,238
238212,GLENELG RIVER @ CASTERTON,GLENELG @ CASTERTON,38.453000000000003,AHD,4810,54,536100,5840417,UTM,-37.582425919999999,141.40894370000001,WGS84,9,0,1,N,Y,1,1956-08-29,,238
238218,WANNON RIVER @ WANNON FALLS,WANNON @ WANNON FALL,119.10599999999999,AHD,2243,54,574137,5830011,UTM,-37.673967869999998,141.84069160000001,WGS84,9,0,1,Y,N,1,1963-07-09,,238
238219,GRANGE BURN @ MORGIANA,GRANGE @ MORGIANA,74.415000000000006,AHD,997,54,573385,5826157,UTM,-37.70876208,141.83255320999999,WGS84,9,0,1,Y,N,1,1963-07-08,,238
238220,DUNDAS RIVER @ CAVENDISH,DUNDAS @ CAVENDISH,195.60900000000001,AHD,211,54,588684,5846372,UTM,-37.525301919999997,142.00365840000001,WGS84,9,0,1,Y,N,1,1963-07-11,,238
238223,WANDO RIVER @ WANDO VALE,WANDO @ WANDO VALE,64.488,AHD,174,54,537665,5849998,UTM,-37.495953219999997,141.42596119999999,WGS84,9,0,1,Y,Y,1,1964-04-15,,238
238224,GLENELG R @ FULHAM BRIDGE,GLENELG R FULHAM BR,0,,2010,54,575506.005,5888371,UTM,-37.147871000000002,141.85024799999999,WGS84,9,0,1,Y,Y,1,1964-03-06,,238
238228,WANNON RIVER @ HENTY,WANNON @ HENTY,44.798999999999999,AHD,4159,54,544605,5833425,UTM,-37.645127000000002,141.50561479999999,WGS84,9,0,1,Y,Y,1,1967-02-27,,238
238229,CHETWYND RIVER @ CHETWYND,CHETWYND @ CHETWYND,0,ARB,69,54,542610,5869362,UTM,-37.321463289999997,141.48074120000001,WGS84,9,0,1,Y,N,1,1967-03-30,,238
238230,STOKES RIVER @ TEAKETTLE,STOKES @ TEAKETTLE,51.993000000000002,AHD,181,54,536058,5808553,UTM,-37.86967405,141.40995770000001,WGS84,9,0,1,Y,N,1,1966-06-27,,238
238231,GLENELG RIVER @ BIG CORD,GLENELG @ BIG CORD,243.268,AHD,57,54,621153.20700000005,5869594.9440000001,UTM,-37.312269999999998,142.36721,WGS84,9,0,1,Y,Y,1,1968-04-23,,238
238235,CRAWFORD RIVER @ LOWER CRAWFORD,CRAWFORD @ CRAWFORD,0,ARB,606,54,539946,5796301,UTM,-37.980071410000001,141.4546374,WGS84,9,0,1,Y,N,1,1970-05-25,,238
238236,GLENELG RIVER @ ROCKLANDS RESERVOIR (HEAD GAUGE),GLENELG @ ROCKLANDS,0.82599999999999996,AHD,1355,54,585066.69999999995,5878668.2000000002,MGA94,-37.234499999999997,141.959,GDA94,1,0,1,N,n,1,1947-04-02,,238
238237,MOORA MOORA CREEK @ MOORA MOORA RESERVOIR (H. GAUGE),MOORA MOORA CREEK,0,AHD,0,54,625143.57499999995,5879694.6770000001,UTM,-37.220730000000003,142.41052999999999,WGS84,9,0,1,Y,Y,1,1934-01-01,,238
238249,GLENELG RIVER D/S BURKES BRIDGE,GLENELG R D/S BURKES,0,GAU,3375,54,530415,5878653,UTM,-37.23804131,141.34292619999999,WGS84,9,0,0,Y,N,1,2001-05-18,,238
238257,Glenelg River @ Weavers,Glenelg @ Weavers,,,,0,0,0,,0,0,,,0,9,N,N,1,2019-05-31,,238
238600,LAKE LINLITHGOW @ PENHURST,L. LINLITHGOW,189.893,AHD,0,54,606932,5819246,UTM,-37.76773756,142.2140948,WGS84,9,0,1,Y,Y,1,1964-03-26,,238
238601,BRADY SWAMP @ GLENTHOMPSON,BRADY SWAMP @ GLENTH,0,ARB,0,54,628226,5836783,UTM,-37.606983030000002,142.45271299999999,WGS84,9,0,1,Y,N,1,1964-03-25,,238
238604,BRYANS SWAMP @ VICTORIA VALLEY,BRYANS SWAMP @ VICTO,0,ARB,0,54,611287,5840964,UTM,-37.571512920000004,142.26021610000001,WGS84,9,0,1,Y,N,1,1995-10-04,,238
238700,ROCKLANDS CHANNEL @ ROCKLANDS RESERVOIR,ROCKLANDS CHANNEL,0,ARB,0,54,584965,5878695,UTM,-37.2342674,141.95785079999999,WGS84,9,0,1,Y,N,1,1951-01-01,,238
238702,MOORA OUTLET CHANNEL @ MOORA RESERVOIR,MOORA OUTLET CHANNEL,0,AHD,0,54,625032.47999999998,5879147.0219999999,UTM,-37.225679999999997,142.40937,WGS84,9,0,1,Y,N,1,1966-01-01,,238
238707,ROCKLANDS CHANNEL @ TOOLONDO LAKE INLET,ROCKLANDS @ TOOLONDO,0,ARB,0,54,583707,5905630,UTM,-36.991616,141.9406626,WGS84,9,0,1,Y,N,1,1992-03-05,,238
238711,ROCKLANDS CHANNEL OUTFALL @ MT TALBOT CREEK,ROCKLANDS CH O/FALL,0,ARB,0,54,587322,5901105,UTM,-37.032071219999999,141.9818056,WGS84,9,0,1,Y,N,1,1994-07-05,,238
238716,MOORA CHANNEL @ BRIMPAEN,MOORA CH AT BRIMPAEN,0,ARB,0,54,610600.24300000002,5892848.0800000001,UTM,-37.104030000000002,142.24469999999999,WGS84,9,0,1,Y,N,1,2007-06-08,,238
238720,Moora Channel @ Brimpean - Laharum Rd,Moora Ch @ Brimpean,,,,54,612621.40939049062,5900260.249260772,,-37.036990000000003,142.26633000000001,,,0,,N,N,1,2019-11-01,2021-10-01 00:00:00.000,238
238802,WEATHER STATION @ ROCKLANDS RESERVOIR,ROCKLANDS RES W.S.,,,,54,585114,5878756,UTM,-37.233704029999998,141.95952338000001,GDA94,,0,,Y,N,1,2009-03-26,,238
239201,LAKE CHARLEGRARK (HEAD GAUGE) @ BOOROOPKI,LAKE CHARLEGRARK (HE,0,AHD,0,54,521120,5931005,UTM,-36.766362909999998,141.23664410000001,WGS84,9,0,1,Y,N,1,1977-05-15,,239
401201,MURRAY RIVER @ JINGELLIC,MURRAY @ JINGELLIC,206.52000000000001,AHD,6527,55,564182.03500000003,6023411.0269999998,,-35.931413999999997,147.7115,WGS84,1,0,1,Y,Y,1,1890-05-01,,401
401202,MITTA MITTA RIVER @ MITTA MITTA,MITTA @ MITTA MITTA,0,AHD,3786,55,533685,5956800,UTM,-36.533473950000001,147.3761623,WGS84,9,0,1,Y,N,1,1917-11-25,,401
401203,MITTA MITTA RIVER @ HINNOMUNJIE,MITTA @ HINNOMUNJIE,538.38599999999997,AHD,1533,55,553931,5910937,UTM,-36.94595897,147.6056955,WGS84,9,556,1,Y,Y,1,1925-06-17,,401
401204,MITTA MITTA RIVER @ TALLANDOON,MITTA @ TALLANDOON,216.893,AHD,4716,55,520728,5970808,UTM,-36.407522319999998,147.23122380000001,WGS84,9,0,1,Y,Y,1,1934-07-01,,401
401208,CUDGEWA CREEK @ BERRINGAMA,CUDGEWA @ BERRINGAMA,366.24900000000002,AHD,350,55,560930,5992314,UTM,-36.211877829999999,147.67774069999999,WGS84,9,0,1,Y,N,1,1953-04-15,,401
401210,SNOWY CREEK @ BELOW GRANITE FLAT,SNOWY @ GRANITE FLAT,309.97699999999998,AHD,407,55,536981,5952908,UTM,-36.568527330000002,147.4133807,WGS84,9,0,1,Y,N,1,1932-10-10,,401
401211,MITTA MITTA RIVER @ COLEMANS,MITTA @ COLEMANS,290.77699999999999,AHD,3634,55,540881,5957029,UTM,-36.53122801,147.45655769999999,WGS84,9,0,1,Y,Y,1,1931-02-21,,401
401212,NARIEL CREEK @ UPPER NARIEL,NARIEL @UPPER NARIEL,494.09699999999998,AHD,252,55,574333,5966348,UTM,-36.445000120000003,147.82949289999999,WGS84,9,0,1,Y,Y,1,1954-04-13,,401
401215,MORASS CREEK @ UPLANDS,MORASS CK @ UPLANDS,672.97799999999995,AHD,471,55,562706,5919723,UTM,-36.866219710000003,147.7035132,WGS84,9,705,1,Y,Y,1,1929-10-18,,401
401216,BIG RIVER @ JOKERS CREEK,BIG R @ JOKERS CREEK,683.56399999999996,AHD,356,55,542051,5912473,UTM,-36.932718710000003,147.47219129999999,WGS84,9,720,1,Y,Y,1,1934-08-29,,401
401217,GIBBO RIVER @ GIBBO PARK,GIBBO @ GIBBO PARK,490.07999999999998,AHD,389,55,563310,5931879,UTM,-36.75660534,147.70927750000001,WGS84,9,518,1,Y,N,1,1971-07-26,,401
401220,TALLANGATTA CREEK @ McCALLUMS,TALLANGATTA MCALLUMS,209.92500000000001,AHD,464,55,530132,5992330,UTM,-36.213291290000001,147.3352514,WGS84,9,0,1,Y,N,1,1975-06-10,,401
401222,MITTA MITTA RIVER @ BOWLERS LANE,MITTA @ BOWLERS LANE,0,AHD,4328,55,529816,5964124,UTM,-36.467576170000001,147.3327936,WGS84,9,0,1,Y,N,1,1977-10-20,,401
401223,MITTA MITTA RIVER @ ESKDALE BRIDGE,MITTA @ ESKDALE BR.,0,AHD,4374,55,523964,5965721,UTM,-36.453334269999999,147.26742730000001,WGS84,9,0,1,Y,N,1,1977-10-18,,401
401224,MITTA MITTA RIVER @ LAKE DARTMOUTH (HEAD GAUGE),MITTA @ DART. HEAD,0,AHD,3561,55,547396,5954114,UTM,-36.55709641,147.52962242999999,WGS84,9,451,1,Y,Y,1,1977-11-07,,401
401226,VICTORIA RIVER @ VICTORIA FALLS,VICTORIA @ V. FALLS,0,ARB,180,55,540698,5895250,UTM,-37.088027869999998,147.45792929999999,WGS84,9,962,1,Y,Y,1,1989-05-02,,401
401228,BUTCHER CREEK @ OMEO,BUTCHER @ OMEO,0,ARB,22,55,546150,5883554,UTM,-37.193200689999998,147.51999358,WGS84,1,0,1,N,N,1,1991-06-04,,401
401229,CUDGEWA CREEK @ CUDGEWA NORTH,CUDGEWA @CUDGEWA NTH,241.82599999999999,AHD,837,55,579163,6008414,UTM,-36.065510930000002,147.87905713000001,WGS84,9,0,1,Y,N,1,1993-08-18,,401
401230,CORRYONG CREEK @ TOWONG,CORRYONG @ TOWONG,243.477,AHD,976,55,587516,6003786,UTM,-36.10647676,147.9724472,WGS84,9,0,1,Y,N,1,1993-08-17,,401
401231,SNOWY CREEK @ D/S LIGHTNING CK,SNOWY DS LIGHTNING,0,ARB,105,55,538721,5942665,UTM,-36.66066154,147.43317440000001,WGS84,9,0,1,Y,N,1,1993-04-21,,401
401233,MITTA MITTA R @ SURGE DAM NO 1 DARTMOUTH,MITTA MITTA R DAM 1,318.00200000000001,AHD,0,55,544740,5954667,UTM,-36.552239399999998,147.49991213000001,WGS84,9,0,0,Y,N,1,2001-01-30,,401
401824,RAINGAUGE (MORASS CK) @ UPLANDS,RG MORASS CK UPLANDS,0,,0,55,562517,5919515,UTM,-36.868107139999999,147.70141000000001,WGS84,9,690,9,Y,N,1,2006-07-21,,401
401825,RAIN GAUGE (NARIEL CK) @ UPPER NARIEL,R.G. NARIEL CK,0,,0,55,574192,5965869,UTM,-36.449428509999997,147.82789973000001,WGS84,9,528,9,Y,N,1,2008-04-17,,401
402200,KIEWA RIVER @ KIEWA (COMBINED FLOW),KIEWA @ KIEWA,171.21899999999999,AHD,1145,55,501811.09999999998,5987867.7999999998,MGA94,-36.253970000000002,147.02016,GDA94,1,0,1,Y,N,1,1885-07-01,,402
402203,KIEWA RIVER @ MONGANS BRIDGE,KIEWA @ MONGANS BR,256.81200000000001,AHD,552,55,508971,5950005,UTM,-36.595372380000001,147.10036260000001,WGS84,9,263,1,Y,Y,1,1955-04-29,,402
402204,YACKANDANDAH CREEK @ OSBORNES FLAT,YACKANDANDAH OSBORNE,210.839,AHD,255,55,491635,5982251,UTM,-36.30457397,146.9068279,WGS84,9,0,1,Y,Y,1,1964-11-01,,402
402205,KIEWA RIVER @ BANDIANA,KIEWA @ BANDIANA,153.22900000000001,AHD,1655,55,495866,6000768,UTM,-36.137705099999998,146.9541519,WGS84,9,161,9,Y,Y,1,1965-10-19,,402
402206,RUNNING CREEK @ RUNNING CREEK,RUNNING @ RUNNING,246.364,AHD,126,55,503957,5956216,UTM,-36.539314769999997,147.04420719999999,WGS84,9,0,1,Y,N,1,1966-04-14,,402
402213,KINCHINGTON CREEK @ OSBORNES FLAT,KINCHINGTON @ OSBORN,221.45500000000001,AHD,122,55,490502,5980963,UTM,-36.316175340000001,146.89419254000001,WGS84,9,0,1,Y,N,1,1969-04-17,,402
402220,KIEWA RIVER @ KIEWA (ANABRANCH),KIEWA @ KIEWA (ANA),170.60400000000001,AHD,1145,55,501344,5987716,UTM,-36.255339679999999,147.0149605,WGS84,9,0,1,Y,N,1,1937-01-01,,402
402222,KIEWA RIVER @ KIEWA (MAIN STREAM),KIEWA @ KIEWA MAIN,170.21899999999999,AHD,1145,55,501841,5987915,UTM,-36.253544769999998,147.0204923,WGS84,9,0,1,Y,Y,1,1937-01-01,,402
402223,KIEWA RIVER WEST BRANCH @ U/S OF OFFTAKE,KIEWA WEST @ OFFTAKE,0,ARB,100.5,55,514278,5928248,UTM,-36.791344209999998,147.16003325,WGS84,9,0,1,Y,Y,1,1991-05-01,,402
403200,OVENS RIVER @ WANGARATTA,OVENS @ WANGARATTA,130.42599999999999,AHD,5138,55,439072,5976940,UTM,-36.350660810000001,146.3209358,WGS84,9,144,9,Y,N,1,1885-06-28,,403
403205,OVENS RIVERS @ BRIGHT,OVENS @ BRIGHT,290.70400000000001,AHD,495,55,495759,5935531,UTM,-36.725643660000003,146.95259540000001,WGS84,9,293,9,Y,Y,1,1924-12-10,,403
403209,REEDY CREEK @ WANGARATTA NORTH,REEDY @ WANGARATTA,137.636,AHD,368,55,441170,5979000,UTM,-36.332121919999999,146.34450608,WGS84,9,0,1,Y,N,1,1940-06-01,,403
403210,OVENS RIVER @ MYRTLEFORD,OVENS @ MYRTLEFORD,204.66499999999999,AHD,1240,55,474760,5952641,UTM,-36.571218100000003,146.71790566000001,WGS84,9,210,9,Y,Y,1,1947-10-22,,403
403213,FIFTEEN MILE CREEK @ GRETA SOUTH,15 MILE @ GRETA STH,187.28999999999999,AHD,229,55,432425,5947075,UTM,-36.619457750000002,146.24407213999999,WGS84,9,197,1,Y,Y,1,1958-12-15,,403
403214,HAPPY VALLEY CREEK @ ROSEWHITE,HAPPY @ ROSEWHITE,252.50800000000001,AHD,135,55,483907,5951975,UTM,-36.577465150000002,146.8200664,WGS84,9,236,1,Y,N,1,1961-06-28,,403
403217,ROSE RIVER @ MATONG NORTH,ROSE RV @ MATONG NTH,0,ARB,154,55,462756,5924929,UTM,-36.820638340000002,146.58239694,WGS84,9,0,,Y,Y,1,1962-08-09,,403
403218,DANDONGADALE RIVER @ MATONG NORTH,DANDONGADALE @MATONG,280.43000000000001,AHD,182,55,467107,5926642,UTM,-36.805421529999997,146.63144639999999,WGS84,9,0,1,Y,N,1,1962-08-10,,403
403220,BUFFALO RIVER @ LAKE BUFFALO,BUFFALO @ BUFFALO,237.46600000000001,AHD,1145,55,470391.56,5937054.0159999998,UTM,-36.711606000000003,146.66848100000001,WGS84,9,243,1,Y,N,1,1963-09-25,,403
403221,REEDY CREEK @ WOOLSHED,REEDY @ WOOLSHED,0,ARB,214,55,464196,5981476,UTM,-36.310931969999999,146.60117203999999,WGS84,9,237,1,Y,N,1,1964-11-11,,403
403222,BUFFALO RIVER @ ABBEYARD,BUFFALO @ ABBEYARD,337.81400000000002,AHD,425,55,473289,5914990,UTM,-36.910589350000002,146.70014789999999,WGS84,9,352,9,Y,N,1,1965-06-30,,403
403223,KING RIVER @ DOCKER ROAD BRIDGE,KING @ DOCKER ROAD,155.00399999999999,AHD,1114,55,445330,5958595,UTM,-36.5163133,146.38941646999999,WGS84,9,170,1,Y,Y,1,1966-01-13,,403
403224,HURDLE CREEK @ BOBINAWARRAH,HURDLE @ BOBINAWARRA,165.91900000000001,AHD,158,55,450671,5958971,UTM,-36.513241479999998,146.44914460000001,WGS84,9,167,1,Y,N,1,1966-04-19,,403
403226,BOGGY CREEK @ ANGLESIDE,BOGGY @ ANGLESIDE,178.65100000000001,AHD,108,55,442986,5948596,UTM,-36.606312469999999,146.3624987,WGS84,9,0,1,Y,N,1,1967-02-27,,403
403227,KING RIVER @ CHESHUNT,KING @ CHESHUNT,292.262,AHD,453,55,446338,5923662,UTM,-36.831270320000002,146.3982264,WGS84,9,295,1,Y,N,1,1967-06-27,,403
403228,KING RIVER @ LAKE WILLIAM HOVELL T.G.,WILLIAM HOVELL,371.03300000000002,AHD,332,55,446106,5915032,UTM,-36.909048740000003,146.3950117,WGS84,9,0,1,Y,N,1,1969-06-10,,403
403230,OVENS RIVER @ ROCKY POINT,OVENS @ ROCKY POINT,190.55500000000001,AHD,2984,55,470308,5956822,UTM,-36.533470700000002,146.66830949999999,WGS84,9,208,1,Y,Y,1,1965-06-24,,403
403232,MORSES CREEK @ WANDILIGONG,MORSES @ WANDILIGONG,327.79199999999997,AHD,123,55,498169,5932704,UTM,-36.751289389999997,146.9793761,WGS84,9,339,1,Y,N,1,1972-11-29,,403
403233,BUCKLAND RIVER @ HARRIS LANE,BUCKLAND @ HARRIS,280.05000000000001,AHD,435,55,489467,5936002,UTM,-36.721492920000003,146.88204909999999,WGS84,9,290,9,Y,N,1,1972-05-02,,403
403234,KING RIVER @ LAKE WILLIAM HOVELL (HG),KING @ WILLIAM,0,AHD,332,55,445346,5914541,UTM,-36.913403369999997,146.38635579999999,WGS84,9,444,1,Y,Y,1,1971-04-28,,403
403235,BUFFALO RIVER @ LAKE BUFFALO (HEAD GAUGE),BUFFALO @ BUFFALO,0,AHD,1145,55,469202,5936570,UTM,-36.715931400000002,146.65514247999999,WGS84,9,0,1,Y,Y,1,1965-07-07,,403
403240,KING RIVER @ EDI,KING @ EDI,188.25399999999999,AHD,684,55,448165,5942725,UTM,-36.659532259999999,146.42000831999999,WGS84,9,206,1,Y,N,1,1979-06-15,,403
403241,OVENS RIVER @ PEECHELBA,OVENS @ PEECHELBA,0,AHD,6239,55,431315,5997691,UTM,-36.16297488,146.23634934,WGS84,9,249,9,Y,Y,1,1979-03-08,,403
403242,OVENS RIVER @ WANGARATTA (COMBINED FLOW),OVENS @ WANG.,137.68899999999999,AHD,5552,55,439736.09999999998,5976452.2999999998,,-36.354999999999997,146.3283333,,1,0,1,Y,N,1,1891-01-01,,403
403244,OVENS RIVER @ HARRIETVILLE,OVENS @ HARRIETVILLE,481.60199999999998,AHD,120,55,505562.326,5917970.8859999999,UTM,-36.884079999999997,147.06242,WGS84,9,0,1,Y,Y,1,1987-02-04,,403
403247,BLACK DOG CREEK UPSTREAM OF DUGAYS BRIDGE,BLACK DOG @ DUGAY BR,0,ARB,0,55,438589,6007704,UTM,-36.073195210000002,146.31799844,WGS84,9,249,0,Y,N,1,1998-08-19,,403
403248,INDIGO CREEK @ D/S CREAMERY BRIDGE,INDIGO @ CREAMERY BR,138.88,AHD,0,55,468416,6012728,UTM,-36.02925553,146.6494582,WGS84,9,143,0,Y,N,1,1999-05-28,,403
403249,THREE MILE CREEK D/S YARRAWONGA RD @ WANGARATTA,3 MILE CK WANGARATTA,0,ARB,463,55,437172,5978480,UTM,-36.33656586,146.2998983,WGS84,9,149,0,Y,N,1,2000-05-12,,403
403250,OVENS RIVER @ EUROBIN,OVENS R @ EUROBIN,0,GAU,1082,55,487225,5943668,UTM,-36.65235758,146.85707070000001,WGS84,9,260,9,Y,N,1,2000-07-19,,403
403251,FIFTEEN MILE CREEK @ GLENROWAN,15 MILE CK GLENROWAN,0,GAU,0,55,432467,5963552,UTM,-36.470807180000001,146.24619899999999,WGS84,9,0,0,Y,N,1,2000-07-18,,403
403253,BUCKLAND RIVER @ TWELVE MILE,BUCKLAND R @ 12 MILE,0,GAU,0,55,487468.95500000002,5921195.5769999996,UTM,-36.854944000000003,146.859431,WGS84,9,395,9,Y,N,1,2001-05-18,,403
403254,BUFFALO RIVER D/S ROSE RIVER JUNCTION,BUFFALO R D/S ROSE R,266.75999999999999,AHD,902.5,55,470132,5927807,UTM,-36.794956190000001,146.66521280000001,WGS84,9,288,9,Y,N,1,2001-09-10,,403
403255,FIFTEEN MILE CREEK (THREE MILE) @ SUNSET DRIVE,15 MILE CK SUNSET DV,,,,55,436578,5976906,UTM,-36.35070717,146.29317409999999,WGS84,9,0,0,N,Y,1,2004-04-29,,403
403256,ONE MILE CREEK @ VINCENT ROAD,ONE MILE C VINCENT R,,,,55,439132,5975303,UTM,-36.365322769999999,146.32151060000001,WGS84,9,0,0,N,Y,1,2004-04-29,,403
403258,YARRARBULA CREEK U/S LAKE BUFFALO,YARRARBULA CK,,,,55,472727.29599999997,5931110.6960000005,MGA94,-36.765380559999997,146.69441943999999,GDA94,,0,,N,N,1,2017-04-27,,403
403803,RAIN GAUGE (BLACK RANGE CK) @ TROUT FARM,R.G. BLACK RANGE CK,0,,0,55,458536.01699999999,5932991.0480000004,UTM,-36.747788,146.53551999999999,WGS84,9,440,0,Y,N,1,2000-07-18,,403
403804,RAIN GAUGE (UPPER BOGGY CK) @ MYRRHEE,R.G. UPPER BOGGY CK,0,,0,55,441051,5933805,UTM,-36.739516020000003,146.33969200000001,WGS84,9,356,0,Y,N,1,2000-07-13,,403
403805,RAIN GAUGE (UPPER 15 MILE CK) @ HANDCOCKS,R.G. UPP. 15 MILE CK,0,,0,55,435737,5928213,UTM,-36.789586649999997,146.27973750000001,WGS84,9,0,0,Y,N,1,2000-07-13,,403
404203,BROKEN RIVER @ BENALLA,BROKEN @ BENALLA,164.85900000000001,AHD,1461,55,408697,5954320,UTM,-36.552087499999999,145.97985360000001,WGS84,9,68,1,n,N,1,1955-05-01,,404
404204,BOOSEY CREEK @ TUNGAMAH,BOOSEY @ TUNGAMAH,119.961,AHD,845,55,394885,6001678,UTM,-36.123769019999997,145.83191054,WGS84,9,131,1,Y,N,1,1917-11-27,,404
404207,HOLLAND CREEK @ KELFEERA,HOLLAND @ KELFEERA,180.09399999999999,AHD,451,55,415870,5947834,UTM,-36.611155140000001,146.05920470000001,WGS84,9,0,1,Y,Y,1,1960-05-09,,404
404208,MOONEE CREEK @ LIMA,MOONEE @ LIMA,0,ARB,91,55,408235.81,5931026.7410000004,MGA94,-36.761960000000002,145.97188,WGS84,9,210,9,Y,N,1,1963-01-25,,404
404210,BROKEN CREEK @ RICES WEIR,RICES WEIR SCADA,0,,3033,55,316223.43300000002,6017690.0489999996,ANG,-35.967790000000001,144.96190000000001,WGS84,1,0,1,Y,Y,1,1965-02-04,,404
404214,BROKEN CREEK @ KATAMATITE,BROKEN @ KATAMATITE,112.864,AHD,270,55,381635,6004300,UTM,-36.098538410000003,145.68515379999999,WGS84,9,0,1,Y,Y,1,1966-07-22,,404
